result,borough,inspection_month,inspection_year,inspection_daytime,covid_yn,prcp,snow,snwd,tmin,tmax,inspection_result,avg_temp,feeling,prcp_yn,snow_yn,snwd_yn
Rat Activity,Manhattan,Dec,2021,Afternoon,1,0,0,0,6.7,11.7,1,9.2,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Morning,1,0,0,0,6.7,11.7,0,9.2,Cold,0,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,0,0,0,6.7,11.7,0,9.2,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,0,0,0,6.7,11.7,1,9.2,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,0,0,0,6.7,11.7,1,9.2,Cold,0,0,0
Passed,Bronx,Dec,2021,Afternoon,1,0,0,0,6.7,11.7,0,9.2,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,6.7,11.7,0,9.2,Cold,0,0,0
Passed,Queens,Dec,2021,Afternoon,1,0,0,0,6.7,11.7,0,9.2,Cold,0,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,0,0,0,6.7,11.7,1,9.2,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,6.7,11.7,1,9.2,Cold,0,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,0,0,0,6.7,11.7,1,9.2,Cold,0,0,0
Rat Activity,Bronx,Dec,2021,Afternoon,1,0,0,0,6.7,11.7,1,9.2,Cold,0,0,0
Passed,Queens,Dec,2021,Morning,1,0,0,0,6.7,11.7,0,9.2,Cold,0,0,0
Passed,Bronx,Dec,2021,Morning,1,0,0,0,6.7,11.7,0,9.2,Cold,0,0,0
Passed,Staten Island,Dec,2021,Morning,1,0,0,0,6.7,11.7,0,9.2,Cold,0,0,0
Rat Activity,Queens,Dec,2021,Morning,1,0,0,0,6.7,11.7,1,9.2,Cold,0,0,0
Rat Activity,Staten Island,Dec,2021,Afternoon,1,0,0,0,6.7,11.7,1,9.2,Cold,0,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,0,0,0,6.7,11.7,0,9.2,Cold,0,0,0
Passed,Bronx,Dec,2021,Morning,1,0,0,0,4.4,13.9,0,9.15,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,0,0,0,4.4,13.9,1,9.15,Cold,0,0,0
Passed,Manhattan,Dec,2021,Morning,1,0,0,0,4.4,13.9,0,9.15,Cold,0,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,0,0,0,4.4,13.9,0,9.15,Cold,0,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,0,0,0,4.4,13.9,1,9.15,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,0,0,0,4.4,13.9,1,9.15,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,4.4,13.9,0,9.15,Cold,0,0,0
Rat Activity,Queens,Dec,2021,Morning,1,0,0,0,4.4,13.9,1,9.15,Cold,0,0,0
Rat Activity,Bronx,Dec,2021,Afternoon,1,0,0,0,4.4,13.9,1,9.15,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,0,0,0,4.4,13.9,1,9.15,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,4.4,13.9,1,9.15,Cold,0,0,0
Passed,Bronx,Dec,2021,Afternoon,1,0,0,0,4.4,13.9,0,9.15,Cold,0,0,0
Passed,Queens,Dec,2021,Morning,1,0,0,0,4.4,13.9,0,9.15,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Morning,1,0,0,0,4.4,13.9,0,9.15,Cold,0,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,0,0,0,4.4,13.9,1,9.15,Cold,0,0,0
Passed,Queens,Dec,2021,Afternoon,1,0,0,0,4.4,13.9,0,9.15,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,0,0,0,12.2,16.7,1,14.45,Cool,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,12.2,16.7,0,14.45,Cool,0,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,0,0,0,12.2,16.7,0,14.45,Cool,0,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,0,0,0,12.2,16.7,1,14.45,Cool,0,0,0
Passed,Manhattan,Dec,2021,Morning,1,0,0,0,12.2,16.7,0,14.45,Cool,0,0,0
Passed,Bronx,Dec,2021,Afternoon,1,0,0,0,12.2,16.7,0,14.45,Cool,0,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,0,0,0,12.2,16.7,1,14.45,Cool,0,0,0
Rat Activity,Bronx,Dec,2021,Afternoon,1,0,0,0,12.2,16.7,1,14.45,Cool,0,0,0
Passed,Brooklyn,Dec,2021,Morning,1,0,0,0,12.2,16.7,0,14.45,Cool,0,0,0
Rat Activity,Queens,Dec,2021,Morning,1,0,0,0,12.2,16.7,1,14.45,Cool,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,12.2,16.7,1,14.45,Cool,0,0,0
Passed,Queens,Dec,2021,Afternoon,1,0,0,0,12.2,16.7,0,14.45,Cool,0,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,0,0,0,12.2,16.7,1,14.45,Cool,0,0,0
Passed,Bronx,Dec,2021,Morning,1,0,0,0,12.2,16.7,0,14.45,Cool,0,0,0
Passed,Queens,Dec,2021,Morning,1,0,0,0,12.2,16.7,0,14.45,Cool,0,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,0,0,0,12.2,16.7,0,14.45,Cool,0,0,0
Passed,Staten Island,Dec,2021,Morning,1,0,0,0,12.2,16.7,0,14.45,Cool,0,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,0,0,0,12.2,16.7,1,14.45,Cool,0,0,0
Rat Activity,Staten Island,Dec,2021,Afternoon,1,0,0,0,12.2,16.7,1,14.45,Cool,0,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,0,0,0,8.9,15.6,1,12.25,Cool,0,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,0,0,0,8.9,15.6,1,12.25,Cool,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,8.9,15.6,1,12.25,Cool,0,0,0
Passed,Manhattan,Dec,2021,Morning,1,0,0,0,8.9,15.6,0,12.25,Cool,0,0,0
Passed,Bronx,Dec,2021,Morning,1,0,0,0,8.9,15.6,0,12.25,Cool,0,0,0
Passed,Brooklyn,Dec,2021,Morning,1,0,0,0,8.9,15.6,0,12.25,Cool,0,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,0,0,0,8.9,15.6,1,12.25,Cool,0,0,0
Passed,Bronx,Dec,2021,Afternoon,1,0,0,0,8.9,15.6,0,12.25,Cool,0,0,0
Rat Activity,Queens,Dec,2021,Morning,1,0,0,0,8.9,15.6,1,12.25,Cool,0,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,0,0,0,8.9,15.6,1,12.25,Cool,0,0,0
Passed,Queens,Dec,2021,Morning,1,0,0,0,8.9,15.6,0,12.25,Cool,0,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,0,0,0,8.9,15.6,0,12.25,Cool,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,8.9,15.6,0,12.25,Cool,0,0,0
Passed,Staten Island,Dec,2021,Morning,1,0,0,0,8.9,15.6,0,12.25,Cool,0,0,0
Rat Activity,Bronx,Dec,2021,Afternoon,1,0,0,0,8.9,15.6,1,12.25,Cool,0,0,0
Rat Activity,Staten Island,Dec,2021,Afternoon,1,0,0,0,8.9,15.6,1,12.25,Cool,0,0,0
Passed,Queens,Dec,2021,Morning,1,1,0,0,7.2,14.4,0,10.8,Cool,1,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,1,0,0,7.2,14.4,1,10.8,Cool,1,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,1,0,0,7.2,14.4,0,10.8,Cool,1,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,1,0,0,7.2,14.4,1,10.8,Cool,1,0,0
Passed,Brooklyn,Dec,2021,Morning,1,1,0,0,7.2,14.4,0,10.8,Cool,1,0,0
Passed,Manhattan,Dec,2021,Morning,1,1,0,0,7.2,14.4,0,10.8,Cool,1,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,1,0,0,7.2,14.4,1,10.8,Cool,1,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,1,0,0,7.2,14.4,1,10.8,Cool,1,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,1,0,0,7.2,14.4,1,10.8,Cool,1,0,0
Passed,Bronx,Dec,2021,Afternoon,1,1,0,0,7.2,14.4,0,10.8,Cool,1,0,0
Passed,Bronx,Dec,2021,Morning,1,1,0,0,7.2,14.4,0,10.8,Cool,1,0,0
Passed,Queens,Dec,2021,Afternoon,1,1,0,0,7.2,14.4,0,10.8,Cool,1,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,1,0,0,7.2,14.4,0,10.8,Cool,1,0,0
Rat Activity,Bronx,Dec,2021,Afternoon,1,1,0,0,7.2,14.4,1,10.8,Cool,1,0,0
Rat Activity,Queens,Dec,2021,Morning,1,1,0,0,7.2,14.4,1,10.8,Cool,1,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,1,0,0,7.2,14.4,1,10.8,Cool,1,0,0
Passed,Brooklyn,Dec,2021,Morning,1,0,0,0,-3.8,2.8,0,-0.5,Frozen,0,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,0,0,0,-3.8,2.8,1,-0.5,Frozen,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,-3.8,2.8,0,-0.5,Frozen,0,0,0
Rat Activity,Queens,Dec,2021,Morning,1,0,0,0,-3.8,2.8,1,-0.5,Frozen,0,0,0
Passed,Manhattan,Dec,2021,Morning,1,0,0,0,-3.8,2.8,0,-0.5,Frozen,0,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,0,0,0,-3.8,2.8,1,-0.5,Frozen,0,0,0
Passed,Queens,Dec,2021,Afternoon,1,0,0,0,-3.8,2.8,0,-0.5,Frozen,0,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,0,0,0,-3.8,2.8,0,-0.5,Frozen,0,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,0,0,0,-3.8,2.8,1,-0.5,Frozen,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,-3.8,2.8,1,-0.5,Frozen,0,0,0
Passed,Staten Island,Dec,2021,Morning,1,0,0,0,-3.8,2.8,0,-0.5,Frozen,0,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,0,0,0,-3.8,2.8,1,-0.5,Frozen,0,0,0
Passed,Queens,Dec,2021,Morning,1,0,0,0,-3.8,2.8,0,-0.5,Frozen,0,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,0,0,0,-3.8,2.8,0,-0.5,Frozen,0,0,0
Rat Activity,Queens,Dec,2021,Morning,1,0,0,0,-0.5,6.1,1,2.8,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Morning,1,0,0,0,-0.5,6.1,0,2.8,Cold,0,0,0
Passed,Queens,Dec,2021,Morning,1,0,0,0,-0.5,6.1,0,2.8,Cold,0,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,0,0,0,-0.5,6.1,0,2.8,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,-0.5,6.1,0,2.8,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,0,0,0,-0.5,6.1,1,2.8,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,0,0,0,-0.5,6.1,1,2.8,Cold,0,0,0
Passed,Manhattan,Dec,2021,Morning,1,0,0,0,-0.5,6.1,0,2.8,Cold,0,0,0
Passed,Queens,Dec,2021,Afternoon,1,0,0,0,-0.5,6.1,0,2.8,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,0,0,0,-0.5,6.1,1,2.8,Cold,0,0,0
Passed,Staten Island,Dec,2021,Morning,1,0,0,0,-0.5,6.1,0,2.8,Cold,0,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,0,0,0,-0.5,6.1,0,2.8,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,-0.5,6.1,1,2.8,Cold,0,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,0,0,0,-0.5,6.1,1,2.8,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,3,0,0,0.6,8.3,0,4.45,Cold,1,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,3,0,0,0.6,8.3,1,4.45,Cold,1,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,3,0,0,0.6,8.3,0,4.45,Cold,1,0,0
Passed,Manhattan,Dec,2021,Morning,1,3,0,0,0.6,8.3,0,4.45,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Morning,1,3,0,0,0.6,8.3,1,4.45,Cold,1,0,0
Rat Activity,Staten Island,Dec,2021,Afternoon,1,3,0,0,0.6,8.3,1,4.45,Cold,1,0,0
Passed,Queens,Dec,2021,Morning,1,3,0,0,0.6,8.3,0,4.45,Cold,1,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,3,0,0,0.6,8.3,1,4.45,Cold,1,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,3,0,0,0.6,8.3,1,4.45,Cold,1,0,0
Passed,Brooklyn,Dec,2021,Morning,1,3,0,0,0.6,8.3,0,4.45,Cold,1,0,0
Passed,Queens,Dec,2021,Afternoon,1,3,0,0,0.6,8.3,0,4.45,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,3,0,0,0.6,8.3,1,4.45,Cold,1,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,3,0,0,0.6,8.3,1,4.45,Cold,1,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,3,0,0,0.6,8.3,1,4.45,Cold,1,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,3,0,0,0.6,8.3,0,4.45,Cold,1,0,0
Passed,Staten Island,Dec,2021,Morning,1,3,0,0,0.6,8.3,0,4.45,Cold,1,0,0
Rat Activity,Staten Island,Dec,2021,Morning,1,0,0,0,-0.5,2.2,1,0.8500000000000001,Cold,0,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,0,0,0,-0.5,2.2,0,0.8500000000000001,Cold,0,0,0
Passed,Queens,Dec,2021,Morning,1,0,0,0,-0.5,2.2,0,0.8500000000000001,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,0,0,0,-0.5,2.2,1,0.8500000000000001,Cold,0,0,0
Passed,Queens,Dec,2021,Afternoon,1,0,0,0,-0.5,2.2,0,0.8500000000000001,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,0,0,0,-0.5,2.2,1,0.8500000000000001,Cold,0,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,0,0,0,-0.5,2.2,1,0.8500000000000001,Cold,0,0,0
Rat Activity,Queens,Dec,2021,Morning,1,0,0,0,-0.5,2.2,1,0.8500000000000001,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,0,0,0,-0.5,2.2,1,0.8500000000000001,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Morning,1,0,0,0,-0.5,2.2,0,0.8500000000000001,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,-0.5,2.2,0,0.8500000000000001,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,-0.5,2.2,1,0.8500000000000001,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,2.3,0,0,1.1,3.9,1,2.5,Cold,1,0,0
Passed,Staten Island,Dec,2021,Night,1,2.3,0,0,1.1,3.9,0,2.5,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,2.3,0,0,1.1,3.9,1,2.5,Cold,1,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,2.3,0,0,1.1,3.9,1,2.5,Cold,1,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,2.3,0,0,1.1,3.9,1,2.5,Cold,1,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,2.3,0,0,1.1,3.9,0,2.5,Cold,1,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,2.3,0,0,1.1,3.9,0,2.5,Cold,1,0,0
Passed,Queens,Dec,2021,Afternoon,1,2.3,0,0,1.1,3.9,0,2.5,Cold,1,0,0
Rat Activity,Bronx,Dec,2021,Afternoon,1,2.3,0,0,1.1,3.9,1,2.5,Cold,1,0,0
Passed,Manhattan,Dec,2021,Morning,1,2.3,0,0,1.1,3.9,0,2.5,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Morning,1,2.3,0,0,1.1,3.9,1,2.5,Cold,1,0,0
Passed,Queens,Dec,2021,Afternoon,1,1.3,0,0,2.2,8.3,0,5.25,Cold,1,0,0
Passed,Queens,Dec,2021,Morning,1,1.3,0,0,2.2,8.3,0,5.25,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Morning,1,1.3,0,0,2.2,8.3,1,5.25,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,1.3,0,0,2.2,8.3,1,5.25,Cold,1,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,1.3,0,0,2.2,8.3,1,5.25,Cold,1,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,1.3,0,0,2.2,8.3,0,5.25,Cold,1,0,0
Passed,Brooklyn,Dec,2021,Morning,1,1.3,0,0,2.2,8.3,0,5.25,Cold,1,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,1.3,0,0,2.2,8.3,0,5.25,Cold,1,0,0
Rat Activity,Staten Island,Dec,2021,Morning,1,1.3,0,0,2.2,8.3,1,5.25,Cold,1,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,1.3,0,0,2.2,8.3,1,5.25,Cold,1,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,1.3,0,0,2.2,8.3,0,5.25,Cold,1,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,1.3,0,0,2.2,8.3,1,5.25,Cold,1,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,1.3,0,0,2.2,8.3,1,5.25,Cold,1,0,0
Passed,Staten Island,Dec,2021,Morning,1,1.3,0,0,2.2,8.3,0,5.25,Cold,1,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,3.6,0,0,5,6.7,1,5.85,Cold,1,0,0
Passed,Queens,Dec,2021,Morning,1,3.6,0,0,5,6.7,0,5.85,Cold,1,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,3.6,0,0,5,6.7,1,5.85,Cold,1,0,0
Passed,Queens,Dec,2021,Afternoon,1,3.6,0,0,5,6.7,0,5.85,Cold,1,0,0
Passed,Brooklyn,Dec,2021,Morning,1,3.6,0,0,5,6.7,0,5.85,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,3.6,0,0,5,6.7,1,5.85,Cold,1,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,3.6,0,0,5,6.7,0,5.85,Cold,1,0,0
Rat Activity,Staten Island,Dec,2021,Afternoon,1,3.6,0,0,5,6.7,1,5.85,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Morning,1,3.6,0,0,5,6.7,1,5.85,Cold,1,0,0
Passed,Staten Island,Dec,2021,Morning,1,3.6,0,0,5,6.7,0,5.85,Cold,1,0,0
Rat Activity,Staten Island,Dec,2021,Morning,1,3.6,0,0,5,6.7,1,5.85,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Morning,1,0,0,0,2.8,8.9,1,5.85,Cold,0,0,0
Passed,Manhattan,Dec,2021,Morning,1,0,0,0,2.8,8.9,0,5.85,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,0,0,0,2.8,8.9,1,5.85,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,0,0,0,2.8,8.9,1,5.85,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,0,0,0,2.8,8.9,1,5.85,Cold,0,0,0
Passed,Bronx,Dec,2021,Morning,1,0,0,0,2.8,8.9,0,5.85,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,2.8,8.9,0,5.85,Cold,0,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,0,0,0,2.8,8.9,1,5.85,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,2.8,8.9,1,5.85,Cold,0,0,0
Passed,Bronx,Dec,2021,Afternoon,1,0,0,0,2.8,8.9,0,5.85,Cold,0,0,0
Passed,Queens,Dec,2021,Morning,1,0,0,0,2.8,8.9,0,5.85,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Morning,1,0,0,0,2.8,8.9,0,5.85,Cold,0,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,0,0,0,2.8,8.9,0,5.85,Cold,0,0,0
Passed,Queens,Dec,2021,Afternoon,1,0,0,0,2.8,8.9,0,5.85,Cold,0,0,0
Rat Activity,Bronx,Dec,2021,Afternoon,1,0,0,0,2.8,8.9,1,5.85,Cold,0,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,0,0,0,2.8,8.9,1,5.85,Cold,0,0,0
Passed,Staten Island,Dec,2021,Morning,1,0,0,0,2.8,8.9,0,5.85,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Morning,1,1.3,0,0,6.1,9.4,0,7.75,Cold,1,0,0
Passed,Queens,Dec,2021,Afternoon,1,1.3,0,0,6.1,9.4,0,7.75,Cold,1,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,1.3,0,0,6.1,9.4,0,7.75,Cold,1,0,0
Passed,Queens,Dec,2021,Morning,1,1.3,0,0,6.1,9.4,0,7.75,Cold,1,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,1.3,0,0,6.1,9.4,1,7.75,Cold,1,0,0
Passed,Staten Island,Dec,2021,Morning,1,1.3,0,0,6.1,9.4,0,7.75,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,1.3,0,0,6.1,9.4,1,7.75,Cold,1,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,1.3,0,0,6.1,9.4,1,7.75,Cold,1,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,1.3,0,0,6.1,9.4,1,7.75,Cold,1,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,1.3,0,0,6.1,9.4,1,7.75,Cold,1,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,1.3,0,0,6.1,9.4,0,7.75,Cold,1,0,0
Rat Activity,Queens,Dec,2021,Morning,1,1.3,0,0,6.1,9.4,1,7.75,Cold,1,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,2.2,8.9,0,5.550000000000001,Cold,0,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,0,0,0,2.2,8.9,1,5.550000000000001,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,2.2,8.9,1,5.550000000000001,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,0,0,0,3.9,9.4,1,6.65,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,3.9,9.4,1,6.65,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,3.9,9.4,0,6.65,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Morning,1,0,0,0,3.9,9.4,0,6.65,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,10.7,0,0,6.1,16.1,1,11.100000000000001,Cool,1,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,10.7,0,0,6.1,16.1,0,11.100000000000001,Cool,1,0,0
Passed,Brooklyn,Dec,2021,Morning,1,10.7,0,0,6.1,16.1,0,11.100000000000001,Cool,1,0,0
Passed,Manhattan,Dec,2021,Morning,1,10.7,0,0,6.1,16.1,0,11.100000000000001,Cool,1,0,0
Passed,Queens,Dec,2021,Morning,1,10.7,0,0,6.1,16.1,0,11.100000000000001,Cool,1,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,10.7,0,0,6.1,16.1,1,11.100000000000001,Cool,1,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,10.7,0,0,6.1,16.1,0,11.100000000000001,Cool,1,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,10.7,0,0,6.1,16.1,1,11.100000000000001,Cool,1,0,0
Passed,Bronx,Dec,2021,Afternoon,1,10.7,0,0,6.1,16.1,0,11.100000000000001,Cool,1,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,10.7,0,0,6.1,16.1,0,11.100000000000001,Cool,1,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,10.7,0,0,6.1,16.1,1,11.100000000000001,Cool,1,0,0
Passed,Bronx,Dec,2021,Morning,1,10.7,0,0,6.1,16.1,0,11.100000000000001,Cool,1,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,10.7,0,0,6.1,16.1,1,11.100000000000001,Cool,1,0,0
Rat Activity,Bronx,Dec,2021,Afternoon,1,10.7,0,0,6.1,16.1,1,11.100000000000001,Cool,1,0,0
Rat Activity,Queens,Dec,2021,Morning,1,10.7,0,0,6.1,16.1,1,11.100000000000001,Cool,1,0,0
Rat Activity,Queens,Dec,2021,Afternoon,1,10.7,0,0,6.1,16.1,1,11.100000000000001,Cool,1,0,0
Passed,Queens,Dec,2021,Afternoon,1,10.7,0,0,6.1,16.1,0,11.100000000000001,Cool,1,0,0
Rat Activity,Brooklyn,Dec,2021,Afternoon,1,0,0,0,2.2,6.1,1,4.15,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Afternoon,1,0,0,0,2.2,6.1,0,4.15,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Morning,1,0,0,0,2.2,6.1,1,4.15,Cold,0,0,0
Rat Activity,Staten Island,Dec,2021,Afternoon,1,0,0,0,2.2,6.1,1,4.15,Cold,0,0,0
Rat Activity,Manhattan,Dec,2021,Afternoon,1,0,0,0,2.2,6.1,1,4.15,Cold,0,0,0
Rat Activity,Bronx,Dec,2021,Morning,1,0,0,0,2.2,6.1,1,4.15,Cold,0,0,0
Rat Activity,Brooklyn,Dec,2021,Morning,1,0,0,0,2.2,6.1,1,4.15,Cold,0,0,0
Passed,Brooklyn,Dec,2021,Morning,1,0,0,0,2.2,6.1,0,4.15,Cold,0,0,0
Passed,Manhattan,Dec,2021,Afternoon,1,0,0,0,2.2,6.1,0,4.15,Cold,0,0,0
Passed,Bronx,Dec,2021,Afternoon,1,0,0,0,2.2,6.1,0,4.15,Cold,0,0,0
Rat Activity,Queens,Dec,2021,Morning,1,0,0,0,2.2,6.1,1,4.15,Cold,0,0,0
Passed,Queens,Dec,2021,Morning,1,0,0,0,2.2,6.1,0,4.15,Cold,0,0,0
Rat Activity,Bronx,Dec,2021,Afternoon,1,0,0,0,2.2,6.1,1,4.15,Cold,0,0,0
Passed,Manhattan,Dec,2021,Morning,1,0,0,0,2.2,6.1,0,4.15,Cold,0,0,0
Passed,Queens,Dec,2021,Afternoon,1,0,0,0,2.2,6.1,0,4.15,Cold,0,0,0
Passed,Staten Island,Dec,2021,Afternoon,1,0,0,0,2.2,6.1,0,4.15,Cold,0,0,0
