result,borough,inspection_month,inspection_year,inspection_daytime,covid_yn,prcp,snow,snwd,tmin,tmax,inspection_result,avg_temp,feeling,prcp_yn,snow_yn,snwd_yn
Passed,Queens,Jul,2021,Morning,1,0.3,0,0,19.4,28.3,0,23.85,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Afternoon,1,0.3,0,0,19.4,28.3,1,23.85,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,0.3,0,0,19.4,28.3,1,23.85,Warm,1,0,0
Passed,Manhattan,Jul,2021,Morning,1,0.3,0,0,19.4,28.3,0,23.85,Warm,1,0,0
Passed,Staten Island,Jul,2021,Afternoon,1,0.3,0,0,19.4,28.3,0,23.85,Warm,1,0,0
Passed,Bronx,Jul,2021,Afternoon,1,0.3,0,0,19.4,28.3,0,23.85,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Morning,1,0.3,0,0,19.4,28.3,1,23.85,Warm,1,0,0
Passed,Bronx,Jul,2021,Morning,1,0.3,0,0,19.4,28.3,0,23.85,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,0.3,0,0,19.4,28.3,1,23.85,Warm,1,0,0
Rat Activity,Staten Island,Jul,2021,Morning,1,0.3,0,0,19.4,28.3,1,23.85,Warm,1,0,0
Passed,Manhattan,Jul,2021,Afternoon,1,0.3,0,0,19.4,28.3,0,23.85,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Afternoon,1,0.3,0,0,19.4,28.3,1,23.85,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Morning,1,0.3,0,0,19.4,28.3,1,23.85,Warm,1,0,0
Passed,Staten Island,Jul,2021,Morning,1,0.3,0,0,19.4,28.3,0,23.85,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Morning,1,0,0,0,19.4,28.9,0,24.15,Warm,0,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,0,0,0,19.4,28.9,0,24.15,Warm,0,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,0,0,0,19.4,28.9,1,24.15,Warm,0,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,0,0,0,19.4,28.9,1,24.15,Warm,0,0,0
Passed,Brooklyn,Jul,2021,Morning,1,12.4,0,0,18.9,28.3,0,23.6,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,12.4,0,0,18.9,28.3,1,23.6,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,12.4,0,0,18.9,28.3,0,23.6,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,12.4,0,0,18.9,28.3,1,23.6,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,19.8,0,0,22.2,31.1,1,26.65,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Morning,1,19.8,0,0,22.2,31.1,0,26.65,Warm,1,0,0
Passed,Manhattan,Jul,2021,Morning,1,19.8,0,0,22.2,31.1,0,26.65,Warm,1,0,0
Passed,Bronx,Jul,2021,Morning,1,19.8,0,0,22.2,31.1,0,26.65,Warm,1,0,0
Passed,Bronx,Jul,2021,Afternoon,1,19.8,0,0,22.2,31.1,0,26.65,Warm,1,0,0
Passed,Manhattan,Jul,2021,Afternoon,1,19.8,0,0,22.2,31.1,0,26.65,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,19.8,0,0,22.2,31.1,0,26.65,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Morning,1,19.8,0,0,22.2,31.1,1,26.65,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,19.8,0,0,22.2,31.1,1,26.65,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Morning,1,19.8,0,0,22.2,31.1,1,26.65,Warm,1,0,0
Passed,Queens,Jul,2021,Afternoon,1,19.8,0,0,22.2,31.1,0,26.65,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Afternoon,1,19.8,0,0,22.2,31.1,1,26.65,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Afternoon,1,19.8,0,0,22.2,31.1,1,26.65,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Afternoon,1,19.8,0,0,22.2,31.1,1,26.65,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Morning,1,19.8,0,0,22.2,31.1,1,26.65,Warm,1,0,0
Passed,Queens,Jul,2021,Morning,1,19.8,0,0,22.2,31.1,0,26.65,Warm,1,0,0
Rat Activity,Staten Island,Jul,2021,Afternoon,1,19.8,0,0,22.2,31.1,1,26.65,Warm,1,0,0
Passed,Staten Island,Jul,2021,Afternoon,1,19.8,0,0,22.2,31.1,0,26.65,Warm,1,0,0
Passed,Manhattan,Jul,2021,Afternoon,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Passed,Bronx,Jul,2021,Afternoon,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,0,0,0,22.8,31.7,1,27.25,Warm,0,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,0,0,0,22.8,31.7,1,27.25,Warm,0,0,0
Passed,Manhattan,Jul,2021,Morning,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Passed,Brooklyn,Jul,2021,Morning,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Rat Activity,Manhattan,Jul,2021,Morning,1,0,0,0,22.8,31.7,1,27.25,Warm,0,0,0
Passed,Bronx,Jul,2021,Morning,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Passed,Queens,Jul,2021,Afternoon,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Rat Activity,Manhattan,Jul,2021,Afternoon,1,0,0,0,22.8,31.7,1,27.25,Warm,0,0,0
Rat Activity,Bronx,Jul,2021,Afternoon,1,0,0,0,22.8,31.7,1,27.25,Warm,0,0,0
Passed,Staten Island,Jul,2021,Afternoon,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Rat Activity,Queens,Jul,2021,Morning,1,0,0,0,22.8,31.7,1,27.25,Warm,0,0,0
Passed,Queens,Jul,2021,Morning,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Rat Activity,Manhattan,Jul,2021,Night,1,0,0,0,22.8,31.7,1,27.25,Warm,0,0,0
Rat Activity,Bronx,Jul,2021,Morning,1,0,0,0,22.8,31.7,1,27.25,Warm,0,0,0
Rat Activity,Queens,Jul,2021,Afternoon,1,0,0,0,22.8,31.7,1,27.25,Warm,0,0,0
Passed,Queens,Jul,2021,Night,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Passed,Staten Island,Jul,2021,Morning,1,0,0,0,22.8,31.7,0,27.25,Warm,0,0,0
Rat Activity,Manhattan,Jul,2021,Afternoon,1,3.6,0,0,20.6,27.2,1,23.9,Warm,1,0,0
Passed,Manhattan,Jul,2021,Morning,1,3.6,0,0,20.6,27.2,0,23.9,Warm,1,0,0
Passed,Bronx,Jul,2021,Morning,1,3.6,0,0,20.6,27.2,0,23.9,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Afternoon,1,3.6,0,0,20.6,27.2,1,23.9,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,3.6,0,0,20.6,27.2,0,23.9,Warm,1,0,0
Passed,Manhattan,Jul,2021,Afternoon,1,3.6,0,0,20.6,27.2,0,23.9,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Morning,1,3.6,0,0,20.6,27.2,0,23.9,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,3.6,0,0,20.6,27.2,1,23.9,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Morning,1,3.6,0,0,20.6,27.2,1,23.9,Warm,1,0,0
Passed,Queens,Jul,2021,Morning,1,3.6,0,0,20.6,27.2,0,23.9,Warm,1,0,0
Passed,Staten Island,Jul,2021,Afternoon,1,3.6,0,0,20.6,27.2,0,23.9,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Morning,1,3.6,0,0,20.6,27.2,1,23.9,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,3.6,0,0,20.6,27.2,1,23.9,Warm,1,0,0
Passed,Queens,Jul,2021,Afternoon,1,3.6,0,0,20.6,27.2,0,23.9,Warm,1,0,0
Passed,Bronx,Jul,2021,Afternoon,1,3.6,0,0,20.6,27.2,0,23.9,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Morning,1,3.6,0,0,20.6,27.2,1,23.9,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Afternoon,1,3.6,0,0,20.6,27.2,1,23.9,Warm,1,0,0
Passed,Manhattan,Jul,2021,Night,1,3.6,0,0,20.6,27.2,0,23.9,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Morning,1,11.9,0,0,20.6,25,1,22.8,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Morning,1,11.9,0,0,20.6,25,0,22.8,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,11.9,0,0,20.6,25,0,22.8,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Afternoon,1,11.9,0,0,20.6,25,1,22.8,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,11.9,0,0,20.6,25,1,22.8,Warm,1,0,0
Passed,Bronx,Jul,2021,Morning,1,11.9,0,0,20.6,25,0,22.8,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Morning,1,11.9,0,0,20.6,25,1,22.8,Warm,1,0,0
Rat Activity,Staten Island,Jul,2021,Morning,1,11.9,0,0,20.6,25,1,22.8,Warm,1,0,0
Passed,Manhattan,Jul,2021,Afternoon,1,11.9,0,0,20.6,25,0,22.8,Warm,1,0,0
Passed,Queens,Jul,2021,Afternoon,1,11.9,0,0,20.6,25,0,22.8,Warm,1,0,0
Passed,Manhattan,Jul,2021,Morning,1,11.9,0,0,20.6,25,0,22.8,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Afternoon,1,11.9,0,0,20.6,25,1,22.8,Warm,1,0,0
Passed,Bronx,Jul,2021,Afternoon,1,11.9,0,0,20.6,25,0,22.8,Warm,1,0,0
Passed,Queens,Jul,2021,Morning,1,11.9,0,0,20.6,25,0,22.8,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,11.9,0,0,20.6,25,1,22.8,Warm,1,0,0
Passed,Staten Island,Jul,2021,Morning,1,11.9,0,0,20.6,25,0,22.8,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Morning,1,11.9,0,0,20.6,25,1,22.8,Warm,1,0,0
Passed,Staten Island,Jul,2021,Afternoon,1,11.9,0,0,20.6,25,0,22.8,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Afternoon,1,11.9,0,0,20.6,25,1,22.8,Warm,1,0,0
Rat Activity,Staten Island,Jul,2021,Afternoon,1,11.9,0,0,20.6,25,1,22.8,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Passed,Manhattan,Jul,2021,Afternoon,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Passed,Queens,Jul,2021,Afternoon,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Rat Activity,Bronx,Jul,2021,Afternoon,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Passed,Brooklyn,Jul,2021,Morning,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Rat Activity,Bronx,Jul,2021,Morning,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Rat Activity,Manhattan,Jul,2021,Morning,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Rat Activity,Manhattan,Jul,2021,Afternoon,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Passed,Manhattan,Jul,2021,Morning,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Passed,Bronx,Jul,2021,Afternoon,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Passed,Bronx,Jul,2021,Morning,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Rat Activity,Queens,Jul,2021,Morning,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Rat Activity,Staten Island,Jul,2021,Morning,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Passed,Staten Island,Jul,2021,Morning,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Passed,Queens,Jul,2021,Morning,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Rat Activity,Queens,Jul,2021,Afternoon,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Rat Activity,Staten Island,Jul,2021,Afternoon,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Passed,Staten Island,Jul,2021,Afternoon,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Passed,Brooklyn,Jul,2021,Night,1,0,0,0,19.4,27.8,0,23.6,Warm,0,0,0
Rat Activity,Bronx,Jul,2021,Night,1,0,0,0,19.4,27.8,1,23.6,Warm,0,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,0,0,0,15.6,25,1,20.3,Warm,0,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,0,0,0,15.6,25,1,20.3,Warm,0,0,0
Passed,Brooklyn,Jul,2021,Morning,1,0,0,0,15.6,25,0,20.3,Warm,0,0,0
Passed,Manhattan,Jul,2021,Morning,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Passed,Manhattan,Jul,2021,Afternoon,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Passed,Bronx,Jul,2021,Afternoon,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Passed,Bronx,Jul,2021,Morning,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Morning,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Passed,Staten Island,Jul,2021,Morning,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Afternoon,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Morning,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Afternoon,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Afternoon,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Passed,Queens,Jul,2021,Afternoon,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Morning,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Passed,Queens,Jul,2021,Morning,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Morning,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Passed,Staten Island,Jul,2021,Afternoon,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Rat Activity,Staten Island,Jul,2021,Morning,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Rat Activity,Staten Island,Jul,2021,Afternoon,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Night,1,14,0,0,21.7,33.3,1,27.5,Warm,1,0,0
Passed,Bronx,Jul,2021,Night,1,14,0,0,21.7,33.3,0,27.5,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,0,0,0,21.7,32.8,1,27.25,Warm,0,0,0
Passed,Manhattan,Jul,2021,Afternoon,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Passed,Manhattan,Jul,2021,Morning,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Rat Activity,Queens,Jul,2021,Afternoon,1,0,0,0,21.7,32.8,1,27.25,Warm,0,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Passed,Brooklyn,Jul,2021,Morning,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Rat Activity,Bronx,Jul,2021,Morning,1,0,0,0,21.7,32.8,1,27.25,Warm,0,0,0
Passed,Bronx,Jul,2021,Morning,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Passed,Bronx,Jul,2021,Afternoon,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Rat Activity,Bronx,Jul,2021,Afternoon,1,0,0,0,21.7,32.8,1,27.25,Warm,0,0,0
Passed,Staten Island,Jul,2021,Morning,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,0,0,0,21.7,32.8,1,27.25,Warm,0,0,0
Passed,Queens,Jul,2021,Morning,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Rat Activity,Manhattan,Jul,2021,Afternoon,1,0,0,0,21.7,32.8,1,27.25,Warm,0,0,0
Rat Activity,Queens,Jul,2021,Morning,1,0,0,0,21.7,32.8,1,27.25,Warm,0,0,0
Passed,Queens,Jul,2021,Afternoon,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Passed,Staten Island,Jul,2021,Afternoon,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Rat Activity,Manhattan,Jul,2021,Morning,1,0,0,0,21.7,32.8,1,27.25,Warm,0,0,0
Passed,Queens,Jul,2021,Night,1,0,0,0,21.7,32.8,0,27.25,Warm,0,0,0
Passed,Manhattan,Jul,2021,Morning,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Morning,1,57.7,0,0,21.7,28.9,1,25.299999999999997,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,57.7,0,0,21.7,28.9,1,25.299999999999997,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Passed,Bronx,Jul,2021,Morning,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Passed,Manhattan,Jul,2021,Afternoon,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Passed,Bronx,Jul,2021,Afternoon,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Afternoon,1,57.7,0,0,21.7,28.9,1,25.299999999999997,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Morning,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,57.7,0,0,21.7,28.9,1,25.299999999999997,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Morning,1,57.7,0,0,21.7,28.9,1,25.299999999999997,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Afternoon,1,57.7,0,0,21.7,28.9,1,25.299999999999997,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Morning,1,57.7,0,0,21.7,28.9,1,25.299999999999997,Warm,1,0,0
Passed,Staten Island,Jul,2021,Afternoon,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Passed,Queens,Jul,2021,Morning,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Afternoon,1,57.7,0,0,21.7,28.9,1,25.299999999999997,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Night,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Passed,Queens,Jul,2021,Afternoon,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Passed,Bronx,Jul,2021,Night,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Passed,Staten Island,Jul,2021,Morning,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Rat Activity,Staten Island,Jul,2021,Afternoon,1,57.7,0,0,21.7,28.9,1,25.299999999999997,Warm,1,0,0
Passed,Queens,Jul,2021,Night,1,57.7,0,0,21.7,28.9,0,25.299999999999997,Warm,1,0,0
Passed,Manhattan,Jul,2021,Morning,1,52.3,0,0,21.1,29.4,0,25.25,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Afternoon,1,52.3,0,0,21.1,29.4,0,25.25,Warm,1,0,0
Passed,Brooklyn,Jul,2021,Morning,1,52.3,0,0,21.1,29.4,0,25.25,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Morning,1,52.3,0,0,21.1,29.4,1,25.25,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Morning,1,52.3,0,0,21.1,29.4,1,25.25,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Afternoon,1,52.3,0,0,21.1,29.4,1,25.25,Warm,1,0,0
Passed,Bronx,Jul,2021,Afternoon,1,52.3,0,0,21.1,29.4,0,25.25,Warm,1,0,0
Passed,Manhattan,Jul,2021,Afternoon,1,52.3,0,0,21.1,29.4,0,25.25,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Afternoon,1,52.3,0,0,21.1,29.4,1,25.25,Warm,1,0,0
Passed,Queens,Jul,2021,Morning,1,52.3,0,0,21.1,29.4,0,25.25,Warm,1,0,0
Passed,Bronx,Jul,2021,Morning,1,52.3,0,0,21.1,29.4,0,25.25,Warm,1,0,0
Rat Activity,Manhattan,Jul,2021,Afternoon,1,52.3,0,0,21.1,29.4,1,25.25,Warm,1,0,0
Rat Activity,Bronx,Jul,2021,Afternoon,1,52.3,0,0,21.1,29.4,1,25.25,Warm,1,0,0
Rat Activity,Brooklyn,Jul,2021,Morning,1,52.3,0,0,21.1,29.4,1,25.25,Warm,1,0,0
Passed,Queens,Jul,2021,Afternoon,1,52.3,0,0,21.1,29.4,0,25.25,Warm,1,0,0
Rat Activity,Queens,Jul,2021,Morning,1,52.3,0,0,21.1,29.4,1,25.25,Warm,1,0,0
Passed,Staten Island,Jul,2021,Morning,1,52.3,0,0,21.1,29.4,0,25.25,Warm,1,0,0
Passed,Staten Island,Jul,2021,Afternoon,1,52.3,0,0,21.1,29.4,0,25.25,Warm,1,0,0
Passed,Brooklyn,Jun,2021,Morning,1,0,0,0,13.9,24.4,0,19.15,Cool,0,0,0
Passed,Bronx,Jun,2021,Afternoon,1,0,0,0,13.9,24.4,0,19.15,Cool,0,0,0
Passed,Manhattan,Jun,2021,Morning,1,0,0,0,13.9,24.4,0,19.15,Cool,0,0,0
Rat Activity,Brooklyn,Jun,2021,Morning,1,0,0,0,13.9,24.4,1,19.15,Cool,0,0,0
Passed,Brooklyn,Jun,2021,Afternoon,1,0,0,0,13.9,24.4,0,19.15,Cool,0,0,0
Rat Activity,Bronx,Jun,2021,Afternoon,1,0,0,0,13.9,24.4,1,19.15,Cool,0,0,0
Passed,Bronx,Jun,2021,Morning,1,0,0,0,13.9,24.4,0,19.15,Cool,0,0,0
Rat Activity,Bronx,Jun,2021,Morning,1,0,0,0,13.9,24.4,1,19.15,Cool,0,0,0
Rat Activity,Brooklyn,Jun,2021,Afternoon,1,0,0,0,13.9,24.4,1,19.15,Cool,0,0,0
Passed,Queens,Jun,2021,Morning,1,0,0,0,13.9,24.4,0,19.15,Cool,0,0,0
Passed,Queens,Jun,2021,Afternoon,1,0,0,0,13.9,24.4,0,19.15,Cool,0,0,0
Rat Activity,Queens,Jun,2021,Afternoon,1,0,0,0,13.9,24.4,1,19.15,Cool,0,0,0
Rat Activity,Manhattan,Jun,2021,Morning,1,0,0,0,13.9,24.4,1,19.15,Cool,0,0,0
Passed,Staten Island,Jun,2021,Afternoon,1,0,0,0,13.9,24.4,0,19.15,Cool,0,0,0
Passed,Manhattan,Jun,2021,Afternoon,1,0,0,0,13.9,24.4,0,19.15,Cool,0,0,0
Rat Activity,Manhattan,Jun,2021,Afternoon,1,0,0,0,13.9,24.4,1,19.15,Cool,0,0,0
Passed,Staten Island,Jun,2021,Morning,1,0,0,0,13.9,24.4,0,19.15,Cool,0,0,0
Rat Activity,Queens,Jun,2021,Morning,1,0,0,0,13.9,24.4,1,19.15,Cool,0,0,0
Rat Activity,Brooklyn,Jun,2021,Afternoon,1,0,0,0,18.3,28.9,1,23.6,Warm,0,0,0
Passed,Brooklyn,Jun,2021,Morning,1,0,0,0,18.3,28.9,0,23.6,Warm,0,0,0
Rat Activity,Manhattan,Jun,2021,Afternoon,1,0,0,0,18.3,28.9,1,23.6,Warm,0,0,0
Rat Activity,Bronx,Jun,2021,Morning,1,0,0,0,18.3,28.9,1,23.6,Warm,0,0,0
Rat Activity,Manhattan,Jun,2021,Morning,1,0,0,0,18.3,28.9,1,23.6,Warm,0,0,0
Passed,Manhattan,Jun,2021,Morning,1,0,0,0,18.3,28.9,0,23.6,Warm,0,0,0
Passed,Brooklyn,Jun,2021,Afternoon,1,0,0,0,18.3,28.9,0,23.6,Warm,0,0,0
Passed,Bronx,Jun,2021,Morning,1,0,0,0,18.3,28.9,0,23.6,Warm,0,0,0
Rat Activity,Brooklyn,Jun,2021,Morning,1,0,0,0,18.3,28.9,1,23.6,Warm,0,0,0
Rat Activity,Bronx,Jun,2021,Afternoon,1,0,0,0,18.3,28.9,1,23.6,Warm,0,0,0
Passed,Manhattan,Jun,2021,Afternoon,1,0,0,0,18.3,28.9,0,23.6,Warm,0,0,0
Passed,Bronx,Jun,2021,Afternoon,1,0,0,0,18.3,28.9,0,23.6,Warm,0,0,0
Passed,Queens,Jun,2021,Morning,1,0,0,0,18.3,28.9,0,23.6,Warm,0,0,0
Passed,Queens,Jun,2021,Afternoon,1,0,0,0,18.3,28.9,0,23.6,Warm,0,0,0
Rat Activity,Queens,Jun,2021,Morning,1,0,0,0,18.3,28.9,1,23.6,Warm,0,0,0
Rat Activity,Manhattan,Jun,2021,Night,1,0,0,0,18.3,28.9,1,23.6,Warm,0,0,0
Rat Activity,Staten Island,Jun,2021,Morning,1,0,0,0,18.3,28.9,1,23.6,Warm,0,0,0
Passed,Brooklyn,Jun,2021,Morning,1,0,0,0,16.7,20.6,0,18.65,Cool,0,0,0
Passed,Manhattan,Jun,2021,Morning,1,0,0,0,16.7,20.6,0,18.65,Cool,0,0,0
Rat Activity,Bronx,Jun,2021,Morning,1,0,0,0,16.7,20.6,1,18.65,Cool,0,0,0
Passed,Brooklyn,Jun,2021,Afternoon,1,0,0,0,16.7,20.6,0,18.65,Cool,0,0,0
Rat Activity,Brooklyn,Jun,2021,Morning,1,0,0,0,16.7,20.6,1,18.65,Cool,0,0,0
Passed,Bronx,Jun,2021,Morning,1,0,0,0,16.7,20.6,0,18.65,Cool,0,0,0
Rat Activity,Bronx,Jun,2021,Afternoon,1,0,0,0,16.7,20.6,1,18.65,Cool,0,0,0
Rat Activity,Manhattan,Jun,2021,Afternoon,1,0,0,0,16.7,20.6,1,18.65,Cool,0,0,0
Rat Activity,Manhattan,Jun,2021,Morning,1,0,0,0,16.7,20.6,1,18.65,Cool,0,0,0
