"","inspection_ym","borough","avg_prcp","avg_snow","avg_snwd","avg_tmin","avg_tmax"
"1","2012-1","Bronx",3.31894495412847,0,3.83669724770644,0.95889908256881,7.71
"2","2012-1","Brooklyn",3.51135755258127,0,1.8722753346081,0.394149139579367,7.88409177820267
"3","2012-1","Manhattan",2.87400778210116,0,4.37509727626461,-0.301245136186771,7.37463035019455
"4","2012-1","Queens",4.09318826868495,0,2.99148533585621,0.299621570482501,7.4314096499527
"5","2012-1","Staten Island",3.80254777070066,0,5.63375796178345,0.0845541401273927,7.47245222929936
"6","2012-10","Bronx",2.22360764754779,0,0,12.0934330839567,18.4741687448047
"7","2012-10","Brooklyn",1.67661939440396,0,0,12.673898045228,18.8772709850518
"8","2012-10","Manhattan",1.98184829413714,0,0,12.2044385558132,18.3967538920172
"9","2012-10","Queens",2.63715083798881,0,0,12.5824953445065,18.7411545623836
"10","2012-10","Staten Island",2.79933333333333,0,0,12.8453333333333,18.5753333333333
"11","2012-11","Bronx",2.77587088526673,5.9568552253118,0,2.89411952700543,8.94320869287314
"12","2012-11","Brooklyn",2.30140636565505,5.0829015544042,0,2.26994818652851,8.06328645447816
"13","2012-11","Manhattan",1.29013854930725,4.20863895680519,1.24694376528114,2.5836185819071,8.53406682966585
"14","2012-11","Queens",2.06018867924528,0,0,2.40490566037736,7.5922641509434
"15","2012-11","Staten Island",2.55597014925373,0,0,2.8615671641791,9.05522388059701
